2026-04-21T11:00,false,,,0
2026-04-21T11:30,false,,,0
2026-04-21T12:00,false,,,0
2026-04-21T12:30,false,,,0
2026-04-21T13:00,false,,,0
2026-04-21T13:30,false,,,0
2026-04-21T14:00,false,,,0
2026-04-21T14:30,false,,,0
2026-04-21T15:00,false,,,0
2026-04-21T15:30,false,,,0
2026-04-21T16:00,false,,,0
2026-04-21T16:30,false,,,0
2026-04-22T11:00,false,,,0
2026-04-22T11:30,false,,,0
2026-04-22T12:00,false,,,0
2026-04-22T12:30,false,,,0
2026-04-22T13:00,false,,,0
2026-04-22T13:30,false,,,0
2026-04-22T14:00,false,,,0
2026-04-22T14:30,false,,,0
2026-04-22T15:00,false,,,0
2026-04-22T15:30,false,,,0
2026-04-22T16:00,false,,,0
2026-04-22T16:30,false,,,0
2026-04-23T11:00,false,,,0
2026-04-23T11:30,false,,,0
2026-04-23T12:00,false,,,0
2026-04-23T12:30,false,,,0
2026-04-23T13:00,false,,,0
2026-04-23T13:30,false,,,0
2026-04-23T14:00,false,,,0
2026-04-23T14:30,false,,,0
2026-04-23T15:00,false,,,0
2026-04-23T15:30,false,,,0
2026-04-23T16:00,false,,,0
2026-04-23T16:30,false,,,0
2026-04-24T11:00,false,,,0
2026-04-24T11:30,false,,,0
2026-04-24T12:00,false,,,0
2026-04-24T12:30,false,,,0
2026-04-24T13:00,false,,,0
2026-04-24T13:30,false,,,0
2026-04-24T14:00,false,,,0
2026-04-24T14:30,false,,,0
2026-04-24T15:00,false,,,0
2026-04-24T15:30,false,,,0
2026-04-24T16:00,false,,,0
2026-04-24T16:30,false,,,0
2026-04-25T11:00,false,,,0
2026-04-25T11:30,false,,,0
2026-04-25T12:00,false,,,0
2026-04-25T12:30,false,,,0
2026-04-25T13:00,false,,,0
2026-04-25T13:30,false,,,0
2026-04-25T14:00,false,,,0
2026-04-25T14:30,false,,,0
2026-04-25T15:00,false,,,0
2026-04-25T15:30,false,,,0
2026-04-25T16:00,false,,,0
2026-04-25T16:30,false,,,0
2026-04-26T11:00,false,,,0
2026-04-26T11:30,false,,,0
2026-04-26T12:00,false,,,0
2026-04-26T12:30,false,,,0
2026-04-26T13:00,false,,,0
2026-04-26T13:30,false,,,0
2026-04-26T14:00,false,,,0
2026-04-26T14:30,false,,,0
2026-04-26T15:00,false,,,0
2026-04-26T15:30,false,,,0
2026-04-26T16:00,false,,,0
2026-04-26T16:30,false,,,0
2026-04-27T11:00,false,,,0
2026-04-27T11:30,false,,,0
2026-04-27T12:00,false,,,0
2026-04-27T12:30,false,,,0
2026-04-27T13:00,false,,,0
2026-04-27T13:30,false,,,0
2026-04-27T14:00,false,,,0
2026-04-27T14:30,false,,,0
2026-04-27T15:00,false,,,0
2026-04-27T15:30,false,,,0
2026-04-27T16:00,false,,,0
2026-04-27T16:30,false,,,0
